,Gender,EthnicGroup,ParentEduc,LunchType,TestPrep,ParentMaritalStatus,PracticeSport,IsFirstChild,NrSiblings,TransportMeans,WklyStudyHours,MathScore,ReadingScore,WritingScore,AvgScore
347,female,group B,master's degree,standard,none,divorced,regularly,no,1,school_bus,< 10,76,77,79,77.33333333
348,male,group E,bachelor's degree,free/reduced,none,divorced,sometimes,no,1,school_bus,< 10,81,81,75,79
349,male,group D,some college,free/reduced,NotStated,married,regularly,no,3,school_bus,< 10,77,70,73,73.33333333
350,male,group B,bachelor's degree,standard,none,single,sometimes,no,3,private,< 5,78,59,60,65.66666667
351,male,group D,high school,standard,none,married,never,yes,1,school_bus,< 10,64,58,59,60.33333333
353,female,group E,high school,standard,none,married,sometimes,no,NotStated,private,< 10,57,60,58,58.33333333
354,female,group B,Others,standard,none,married,sometimes,yes,5,school_bus,< 5,59,71,64,64.66666667
355,female,group C,master's degree,standard,none,married,never,yes,3,private,< 5,61,65,71,65.66666667
356,male,group B,high school,standard,none,single,sometimes,no,2,Others,< 5,57,47,43,49
357,female,group D,some college,standard,none,married,sometimes,NotStated,2,school_bus,< 10,51,56,53,53.33333333
358,female,group D,master's degree,free/reduced,none,married,regularly,no,4,private,< 10,61,79,87,75.66666667
359,male,group A,bachelor's degree,standard,none,widowed,regularly,yes,NotStated,private,> 10,79,69,65,71
360,male,group A,some college,free/reduced,completed,NotStated,sometimes,yes,2,school_bus,< 10,73,60,58,63.66666667
361,male,group B,high school,free/reduced,none,NotStated,sometimes,no,2,private,< 5,38,39,31,36
362,male,group C,high school,standard,none,married,sometimes,yes,1,Others,< 10,54,50,46,50
363,female,group C,bachelor's degree,standard,none,married,regularly,yes,5,Others,< 10,51,64,60,58.33333333
364,female,group C,some college,standard,none,married,sometimes,NotStated,0,private,< 5,70,60,69,66.33333333
365,male,group C,some college,free/reduced,completed,married,sometimes,yes,1,school_bus,< 10,74,78,80,77.33333333
366,male,group C,associate's degree,free/reduced,none,divorced,never,yes,3,school_bus,< 10,79,61,63,67.66666667
367,female,group E,associate's degree,standard,completed,married,sometimes,yes,3,private,< 10,82,89,100,90.33333333
368,female,group C,some college,standard,none,divorced,sometimes,yes,2,school_bus,< 10,63,74,72,69.66666667
369,male,group B,bachelor's degree,standard,none,divorced,sometimes,yes,1,school_bus,< 5,80,77,79,78.66666667
370,male,group C,associate's degree,standard,none,divorced,regularly,yes,2,private,< 5,67,64,59,63.33333333
371,female,group B,Others,free/reduced,none,single,regularly,no,1,school_bus,< 10,30,52,49,43.66666667
372,female,group B,associate's degree,standard,none,married,sometimes,yes,NotStated,private,< 10,67,69,65,67
374,female,group C,some college,standard,none,married,regularly,yes,1,private,< 5,71,82,80,77.66666667
376,female,group B,some high school,standard,none,married,sometimes,yes,3,school_bus,< 5,75,87,82,81.33333333
377,female,group A,high school,standard,none,single,regularly,yes,4,private,< 10,78,89,84,83.66666667
378,male,group B,associate's degree,standard,none,married,sometimes,yes,3,school_bus,< 10,66,63,60,63
379,male,group D,some college,standard,none,married,sometimes,no,7,school_bus,< 5,76,65,66,69
380,female,group D,bachelor's degree,free/reduced,none,single,sometimes,yes,0,school_bus,< 10,63,71,72,68.66666667
381,male,group D,bachelor's degree,standard,none,married,sometimes,yes,3,private,< 5,56,64,62,60.66666667
382,male,NotStated,some college,standard,completed,single,regularly,yes,1,private,< 5,71,68,75,71.33333333
383,male,group B,some college,standard,none,married,regularly,yes,1,private,> 10,67,61,60,62.66666667
384,female,group B,some college,standard,none,married,sometimes,yes,1,school_bus,> 10,37,44,45,42
385,female,group C,associate's degree,standard,completed,married,regularly,yes,0,school_bus,< 10,86,93,96,91.66666667
387,female,group C,some high school,standard,completed,single,regularly,yes,1,school_bus,< 10,72,79,84,78.33333333
388,female,group A,associate's degree,free/reduced,none,divorced,regularly,no,1,Others,> 10,49,51,53,51
389,male,group A,some college,free/reduced,completed,divorced,sometimes,no,5,private,< 10,65,62,60,62.33333333
390,female,group D,some high school,standard,completed,married,never,no,2,private,< 10,44,55,57,52
391,female,group B,some college,standard,completed,married,sometimes,yes,0,school_bus,> 10,64,74,70,69.33333333
392,male,group D,associate's degree,free/reduced,none,married,sometimes,no,1,school_bus,< 10,64,60,59,61
393,female,group D,some high school,free/reduced,none,divorced,regularly,yes,7,school_bus,< 5,52,67,67,62
394,female,group C,high school,standard,none,married,regularly,NotStated,0,school_bus,< 10,78,86,82,82
395,male,group C,some college,standard,none,NotStated,sometimes,yes,0,school_bus,< 10,82,74,74,76.66666667
396,male,group C,Others,standard,none,married,regularly,yes,1,school_bus,< 10,64,52,49,55
397,male,group B,some college,free/reduced,completed,married,sometimes,yes,1,Others,< 10,72,76,75,74.33333333
398,female,group D,some high school,standard,completed,married,sometimes,yes,2,private,> 10,62,63,69,64.66666667
399,female,group C,bachelor's degree,free/reduced,none,married,regularly,no,1,school_bus,< 5,55,61,66,60.66666667
400,female,group B,associate's degree,standard,completed,divorced,regularly,yes,0,school_bus,< 10,62,87,85,78
401,male,group E,some high school,free/reduced,completed,divorced,sometimes,no,1,school_bus,< 5,72,63,63,66
402,female,group D,some high school,standard,completed,married,never,yes,0,private,< 10,60,74,77,70.33333333
403,female,group C,master's degree,standard,none,married,sometimes,yes,0,private,< 5,70,75,70,71.66666667
404,female,group B,some high school,standard,none,married,sometimes,NotStated,5,private,< 10,54,56,53,54.33333333
405,male,group C,bachelor's degree,free/reduced,none,married,regularly,no,3,private,< 10,80,78,76,78
406,male,group C,some college,standard,completed,married,sometimes,yes,2,school_bus,< 10,85,88,80,84.33333333
407,female,group D,some college,free/reduced,none,married,sometimes,yes,1,private,< 10,49,72,65,62
408,female,group D,some college,free/reduced,completed,married,NotStated,yes,3,school_bus,< 5,86,97,98,93.66666667
409,female,group E,some college,standard,none,married,sometimes,yes,1,private,< 10,71,73,77,73.66666667
410,female,NotStated,some high school,standard,none,married,sometimes,yes,0,private,> 10,51,58,57,55.33333333
411,male,group B,high school,free/reduced,completed,married,sometimes,yes,3,school_bus,< 10,75,79,65,73
412,female,group E,high school,standard,none,single,never,yes,2,school_bus,< 10,72,75,77,74.66666667
413,female,group E,master's degree,free/reduced,completed,divorced,sometimes,yes,2,Others,> 10,73,86,92,83.66666667
414,female,group B,associate's degree,standard,none,single,sometimes,yes,1,school_bus,< 10,52,58,53,54.33333333
415,male,group C,some high school,free/reduced,completed,divorced,sometimes,yes,1,private,< 5,76,79,73,76
416,male,group C,high school,standard,completed,married,sometimes,yes,1,school_bus,< 10,76,83,73,77.33333333
417,female,group E,associate's degree,standard,none,married,sometimes,yes,1,school_bus,< 5,83,87,83,84.33333333
418,female,group D,associate's degree,free/reduced,none,widowed,sometimes,yes,0,private,< 5,41,65,55,53.66666667
419,female,group E,Others,standard,none,divorced,regularly,no,2,school_bus,> 10,60,65,58,61
420,female,group C,associate's degree,standard,none,married,sometimes,yes,4,private,< 10,68,77,74,73
421,female,group C,some college,free/reduced,none,single,never,yes,1,Others,< 10,50,54,62,55.33333333
422,male,group C,associate's degree,standard,none,married,sometimes,yes,1,private,< 5,64,63,50,59
423,male,group B,some high school,standard,completed,married,regularly,yes,0,school_bus,< 5,68,61,59,62.66666667
424,female,group E,some college,standard,none,divorced,regularly,no,2,school_bus,< 10,63,64,65,64
425,male,group A,bachelor's degree,standard,completed,married,sometimes,yes,4,school_bus,> 10,87,83,81,83.66666667
426,female,group E,bachelor's degree,standard,none,married,regularly,yes,NotStated,school_bus,< 5,79,88,81,82.66666667
428,female,group D,some college,standard,none,married,regularly,yes,NotStated,school_bus,< 10,90,92,92,91.33333333
429,female,group B,high school,free/reduced,none,married,regularly,yes,3,school_bus,> 10,38,50,47,45
430,female,group D,some college,standard,none,married,regularly,yes,2,school_bus,< 10,70,78,80,76
431,female,group D,Others,free/reduced,none,single,never,yes,2,school_bus,< 10,55,65,68,62.66666667
432,male,group B,associate's degree,free/reduced,none,single,sometimes,no,3,private,< 5,71,65,61,65.66666667
433,male,group D,some college,standard,none,married,never,yes,3,Others,< 5,83,81,81,81.66666667
434,male,group D,associate's degree,standard,completed,single,sometimes,no,2,private,< 10,99,91,94,94.66666667
435,female,group E,bachelor's degree,standard,completed,married,never,no,NotStated,school_bus,> 10,76,84,78,79.33333333
436,male,NotStated,associate's degree,standard,none,married,sometimes,no,3,private,< 10,70,57,61,62.66666667
437,female,group C,high school,standard,none,married,regularly,yes,0,school_bus,< 5,42,56,47,48.33333333
438,male,group C,high school,free/reduced,none,married,regularly,yes,1,private,< 10,46,54,43,47.66666667
439,male,group E,high school,free/reduced,none,single,sometimes,yes,NotStated,private,< 10,68,64,55,62.33333333
440,male,group D,some college,free/reduced,none,married,regularly,no,3,private,< 10,66,64,68,66
441,male,group E,some high school,standard,completed,NotStated,sometimes,yes,2,private,< 5,67,65,58,63.33333333
442,female,group C,some college,standard,none,married,sometimes,no,1,school_bus,< 5,87,93,91,90.33333333
443,male,group C,high school,free/reduced,completed,married,sometimes,yes,3,Others,< 5,62,67,63,64
444,female,group A,associate's degree,standard,none,married,sometimes,yes,1,private,< 5,74,81,83,79.33333333
445,male,group C,associate's degree,free/reduced,none,NotStated,regularly,yes,3,school_bus,< 10,69,61,65,65
446,female,group D,some college,standard,none,married,sometimes,no,NotStated,school_bus,< 10,77,75,73,75
447,male,group B,master's degree,free/reduced,none,married,regularly,yes,1,school_bus,< 10,42,48,50,46.66666667
448,male,group C,master's degree,standard,none,single,regularly,yes,2,Others,< 10,87,85,85,85.66666667
449,female,group E,bachelor's degree,standard,completed,single,regularly,yes,3,private,< 10,88,84,94,88.66666667
450,male,group D,some high school,free/reduced,none,married,regularly,yes,1,school_bus,< 10,77,63,63,67.66666667
451,male,group E,some high school,standard,NotStated,married,sometimes,no,3,private,NotStated,79,72,73,74.66666667
452,female,group C,some college,free/reduced,completed,single,sometimes,no,3,school_bus,< 10,60,81,80,73.66666667
453,female,group C,high school,free/reduced,none,married,regularly,yes,0,private,< 5,18,34,36,29.33333333
454,female,group D,high school,standard,none,single,sometimes,yes,3,school_bus,< 10,71,77,74,74
455,female,group E,Others,standard,none,married,regularly,no,3,school_bus,< 10,80,86,87,84.33333333
456,female,group B,some college,standard,completed,married,regularly,yes,0,school_bus,< 10,93,91,100,94.66666667
457,female,group E,associate's degree,standard,none,married,sometimes,yes,2,school_bus,< 10,71,72,77,73.33333333
458,male,group D,some high school,standard,none,married,NotStated,yes,3,Others,< 10,61,56,56,57.66666667
459,male,group E,some high school,free/reduced,completed,married,sometimes,yes,2,school_bus,< 10,62,59,59,60
460,male,group C,associate's degree,standard,none,married,regularly,no,1,school_bus,< 5,81,69,67,72.33333333
461,male,group D,some college,free/reduced,completed,single,regularly,no,2,private,< 10,61,68,68,65.66666667
462,female,group D,some college,standard,NotStated,married,sometimes,yes,2,private,< 10,49,54,48,50.33333333
463,female,group C,master's degree,standard,none,single,regularly,yes,3,private,< 10,57,69,68,64.66666667
464,female,group D,associate's degree,standard,none,single,sometimes,yes,2,school_bus,> 10,74,79,78,77
465,female,group D,high school,standard,completed,NotStated,never,no,3,private,< 5,74,86,85,81.66666667
466,female,group A,high school,free/reduced,completed,married,sometimes,yes,4,private,> 10,73,84,89,82
467,female,group C,high school,standard,none,NotStated,sometimes,yes,1,private,< 10,86,88,86,86.66666667
468,female,group A,master's degree,standard,completed,single,sometimes,yes,3,private,< 10,57,68,73,66
469,female,group C,some college,standard,completed,divorced,sometimes,no,2,school_bus,< 10,88,85,92,88.33333333
470,male,group C,some college,free/reduced,none,single,sometimes,yes,0,school_bus,< 10,72,73,66,70.33333333
471,male,group B,bachelor's degree,free/reduced,none,married,sometimes,yes,2,private,< 5,51,59,58,56
472,male,group B,some college,standard,completed,married,sometimes,yes,3,school_bus,< 10,62,68,73,67.66666667
473,female,NotStated,associate's degree,standard,none,married,sometimes,no,2,private,< 10,46,58,64,56
475,female,NotStated,some high school,free/reduced,none,married,regularly,yes,3,school_bus,> 10,56,66,67,63
476,male,group D,some high school,free/reduced,NotStated,divorced,sometimes,yes,NotStated,private,< 10,44,51,50,48.33333333
477,male,group D,some high school,standard,none,married,sometimes,no,2,private,< 10,50,42,43,45
478,male,group D,high school,free/reduced,none,single,sometimes,yes,3,school_bus,< 5,64,60,56,60
479,female,group D,Others,standard,none,widowed,never,yes,3,private,< 5,71,79,81,77
480,male,group C,high school,free/reduced,none,married,sometimes,yes,0,private,< 5,68,67,63,66
481,male,group B,high school,standard,completed,married,regularly,no,1,Others,< 5,83,67,74,74.66666667
482,female,group B,some college,free/reduced,completed,married,regularly,yes,NotStated,school_bus,> 10,55,73,80,69.33333333
483,female,group A,some high school,standard,NotStated,divorced,regularly,yes,NotStated,school_bus,< 5,82,91,89,87.33333333
484,female,group B,some high school,standard,completed,single,sometimes,yes,4,private,< 10,57,61,70,62.66666667
